Text,Target
Bayesian recurrent neural networks already exist and is rather vague for what is being described in this paper.,C
"Cons -  * The main narrative is lost in the text, leaving a reader unsure of the authors main points and contributions as they read.",C
"In particular, the paper would benefit greatly from being made much shorter, and having more of the important details or proof outlines for the various propositions in the main text.",C
"So, while I cannot vouch for the correctness, I think it can and should go through a serious revision to make it succinct and that will likely considerably help in making it accessible to a wider readership and aligned to the expectations from a conference paper in the field. ",C
"I expected that some observations about this point will be unveiled in the paper, but unfortunately, the paper described only a few BLEU scores with different window sizes which have not enough information about it.",C
"2/ the datasets are small ones, as well as the vocabularies, you should try with larger datasets and bpe for sake of comparison. ",C
The authors may want to consider citing,C
"it missed several recent works in this area: - Steerable CNNs, Cohen & Welling - Dynamic Steerable Blocks in Deep Residual Networks, Jacobsen et al.",C
" Learning Steerable Filters for Rotation Equivariant CNNs, Weiler et al.",C
"The evaluation, however, is quite limited.",C
" Low performance on Charades dataset, no comparison to prior work.",C
"However, where possible experiments should compare directly with prior published results on these tasks; none of the experiments from the main paper or supplementary material report any numbers from any other published work.",C
There is no mention of computational cost.,C
Experiments (in main paper) only show speedups and do not show loss of accuracy due to sparsity,C
The baseline experiments are a bit limited - it's clear that such baselines would never produce samples which are any better than the fixed version which is fed into them.,C
The paper should be checked for typos.,C
I expected the numerical experiments to show results instructive about what representations or what abstractions are learned in the different layers of the network using the learning algorithm and objectives suggested.,C
There aren't any new technical ideas here.,C
"Third, the authors do not compare against some relevant, recent work, e.g., Springenberg et al. (http://aad.informatik.uni-freiburg.de/papers/16-NIPS-BOHamiANN.pdf) and Snoek et al. (https://arxiv.org/pdf/1502.05700.pdf) that is essential for this kind of empirical study.     ",C
"That is not to say that an empirical exploration of the practical implications is not of value, but that the paper would be much stronger if it was better positioned in the literature that exists.",C
but we are still missing a detailed analysis for most of the assumptions and improvements claimed in the paper.,C
But a lot of details is missing and needs clarification.,C
A lot of technical details are missing.,C
The experiments do not however demonstrate why the algorithm is performing better.,C
"There is a lot of previous work on evaluating similarity in word embeddings (e.g. Hill et al, a lot of the papers in RepEval workshops, etc.); specialization for similarity of word embeddings (e.g. Kiela et al., Mrksic et al., and many others); multi-sense embeddings (e.g. from Navigli's group); and the hubness problem (e.g. Dinu et al.). For the localized centering approach, Hara et al.'s introduced that method. ",C
"The evaluation is limited, in that the standard evaluations (e.g. SimLex would be a good one to add, as well as many others, please refer to the literature) are not used and there is no comparison to previous work.",C
"The results are also presented in a confusing way, with the current state of the art results separate from the main results of the paper.",C
Minor points: - Typo in Eq 10 - Typo on page 6 (/cite instead of cite),C
"In addition to the incoherent presentation, the proposed method lacks proper justification.",C
Results on tiny datasets.,C
"This point is murkier, because the paper doesn't discuss possible increases in *training time* (due to increased number of iterations) in much detail.",C
"It would have been better to omit it and use the space to describe HDDA and the specific variant used in this work, as this is the main tool doing the distinction.",C
"The details are as follows.  1.  Limited novelty and performance comparison - the idea of unsupervised manifold projection method has been proposed and well-studied in MagNet: a Two-Pronged Defense against Adversarial Examples, appeared in May 2017.",C
"In summary, this paper has limited novelty, incremental contributions, and lacks convincing experimental results due to weak attack implementation.       ",C
"Information about the detailed setup is also lacking, specifically which test and development sets are used (the WSJ corpus has several sets).",C
Structure could be improved.,C
"While the bidirectional loss is a proper loss and optimized as such (by optimizing both E^adv and E), the pivot objective is no loss function, as it does not correspond to any function any optimization algorithm could minimize.",C
"The other mentions provide signal, but does not provide conclusive evidence.",C
"IMHO, most problems in these domains get away with a few hundred time steps; nevertheless, I'd appreciate a few examples where this is a case to better justify the method.",C
the theory is mostly recycled and the empirical results in Section 4 are known; thus it is below acceptance threshold due to lack of novelty.,C
"The abstract and the conclusion should be revised, they are very vague.",C
The abstract should be self contained and should not contain citations.,C
"Instead of the  umerical result show the performance of the new model, give some numerical results here, otherwise, this sentence is useless.",C
"As Eq 2 -> As the minimization of Eq 2 (same with eq 4) - Don't start sentences with And, or But  ",C
"Generally, a clear introduction of the problem is also missing.",C
The size of the set of nodes might be meant.,C
"On a more technical level the properties of the learned Mahalanobis matrix, i.e. the fact that it should be PSD, are not really discussed neither how this can be enforced especially in the case where S is a full matrix (even though the authors state that this method was not further explored).",C
Many details of the paper are missing and should be included to clarify the approach and ensure reproducible results.,C
"Evaluation: Currently, only neural abstractive methods are compared.",C
But I think the paper would be a lot stronger and more convincing with some additional work.,C
WEAKNESSES: While the strengths mentioned above are obvious I had the impression through the whole paper that a whole part is missing.,C
"Taking into account this major weaknesses I cannot accept this paper and I do not think it is worth discussing results and applications in Sections 3,4,5 before authors detail, explain and clarify how exactly they have obtained these results. ",C
"A very small dataset (3,300 subjects and 3,353 images) is used in the whole investigation.",C
It is doubtful that the conclusion or results obtained in this small dataset could be scaled up to real-world applications or datasets (millions of subjects and images).,C
"but it is not clear what the strengths are, and the presentations needs to be done more carefully.",C
No new theory development.,C
"But most importantly, none of these results are measured in a quantitative way: they are all qualitative, and thus subjective.",C
This is a crucial parameters that is however not discussed nor analysed in the paper.,C
They compare the proposed SN with other traditional approaches on a very small data  set with 670 samples and 138 features.,C
Typos: Several citations are unparenthesized when they should be.,C
Cons -It is not clear why GANs are the only generative model considered,C
"As far as I can see, the variable g_i^LRP wasn't defined, and the use of Eq. 5 to achieve this last could be better explained.",C
"Third, the paper is not well presented and organized: the introduction is scant; the notational formulism is not at all clear, rigorous, or consistent; the paper overall lacks polish, with many grammatical errors.",C
"Overall, I feel that while this line of research is worthwhile, at this stage the work is not yet ready for publication.",C
"The authors experimented one trained CNN and tested on images on only three categories (Persian Cat, Container Ship, and Volcao).",C
"The analysis of manifold structure of DNN is important direction, but I am afraid novelty and insight of this work is not enough for acceptance.",C
"but this should be empirically motivated(e.g. figures) in the subsection 2.1, and this is not done.",C
"Besides a good observation that LSH fits well into SDG, there are no more in-depth results provided.",C
"While the proposed regularization does lead to a nicer Euclidean geometry, there is not sufficient motivation and evidence showing this regularization improves classification accuracy.",C
" Equation 1 contains the norm operator twice, and the first norm has no subscript, while the second one has an l_2 subscript.",C
Pro: - Paper addresses an important problem: qualitative / quantitative understanding of the behavior of adversarial perturbations is still lacking.,C
"Overall: - As is, it seems to me the paper lacks a significant central message (due to limited and unfocused experiments) or significant new theoretical insight into the effect of AT.",C
More datasets should be tested for evaluation.,C
The manuscript is written in a very compact style and I wish some passages would have been explained in more depth and detail.,C
"If the point is that the options can add useful information to induce better representations for passage/question, there should be some simple baselines in the middle that this paper should compare to. ",C
"For instance, the use fertility supervision during training could be better motivated and explained.",C
"Detailed comments: * Authors should at very least cite (Vinyals et al, 2017) and explain why the environment and the dataset released for Starcraft 2 is less suited than the one provided by Lin et al.",C
"For applications with security concerns, there should have been methods to guard against man-in-the-middle attack, and the paper should have at least considered some of them.",C
"As ESIM is one of the key components in the experiments, you should briefly introduce ESIM and explain how you incorporated with your vector representations into ESIM.",C
"I realize that this is likely due to computational or time constraints, but it is worth providing some explanation in the text for why the experiments were conducted in this manner.",C
"Those approaches should at least be discussed in the related work, if not compared against.",C
"Moreover, the context selection variable a should be considered part of the dataset, and as such the paper should report how a was selected.",C
"Still, the paper as it stands is not complete, and I encourage the authors to followup with more thorough quantitative empirical evaluations. ",C
"It would be nicer if they include results for all S_{attack} values that they have used in their experiments, which would also give the reader insights on how the anomaly detection performance degrades when the S_attack value change.",C
"In addition, for such experiments, a clear report of parameters and FLOPs for each network should be included in the results table.",C
Section 2: better to explain about how to obtain attention scores z in more details.,C
The paper dives into the literature of counter-factual regret minimization without providing much intuition on why this type of ideas should provide improvement in the case of partial observable domain.,C
Having proper mathematical description and good diagrams of what you doing would have immensely helped.,C
Given that I see only one example I can not objectively know if your model produces examples like that 'each' time so having just one example is as good as having none.,C
"Missing discussion to the attention is all you need paper, which seems highly relevant",C
"And finally, perhaps complementary to point 2), you really need to provide examples on more than one environment.",C
"   Highway networks were published half a year earlier than resnets, and reached many hundreds of layers before resnets. Please correct.",C
You should show the error curve until convergence is reached.,C
There has been some confusion in the literature as to which of these parameterizations is better or more standard; simply justifying the choice of parameterization a little more would also help.,C
The structure of Section 3 needs to be improved.,C
"Instead of listing each step in each subsection, a general introduction picture should be introduced first. More intuition is also needed for each step.",C
"Hence, lambda in Eq. 3 may need to be chosen differently depending on the adversarial model. Without tuning lambda for each method, the empirical experiments seem unfair.",C
"Even though the proposed method works better, the prediction accuracies of S are still high.",C
Some incomplete technical details and non-standard benchmarks makes this not completely ready for publication.,C
These appear to be dataset specific and finding the optimal configuration here requires significant experimentation that takes significantly more time than just running the baseline.,C
"The paper is very well-written and makes for a rather pleasant read, save for some need for down-toning the claims to novelty as voiced in the comment re: Ravi & Knight (2011) or simply in general:",C
" There are some gaps in the awareness of the related work in the sub-field of bilingual lexicon induction, e.g. the work by Vulic & Moens (2016).",C
The application of the search algorithm in case of imbalanced classes could be something that require further investigation.,C
"The loss functions in Eq. (3) should be made more precise. It remains unclear whether the profile coefficients and the weights are trained jointly, separately, incrementally etc.",C
The presentation can be improved.,C
" The main originality of paper is the block style. However, the paper doesn't analyze how and why the block brings improvement.",C
"On the theoretical side, the discussion could be improved. Namely, Section 3 about limitation of domain adversarial training correctly explained that domain adversarial training may not be sufficient for domain adaptation if the feature extraction function has high-capacity. ",C
"It would be interesting to explain whether this observation is consistent with Theorem 1 of the paper (due to Ben-David et al., 2010), on which several domain adversarial approaches are based. ",C
Cons: - Some choices leading to the optimization problem are not sufficiently explained. - The theoretical discussion could be improved.,C
The presentation could be improved.,C
I would be interested to know more about the intuition behind the proposed method.,C
"Despite the the idea of exploiting generative models to perform data augmentation is interesting, using it as an evaluation metric does not constitute an innovative enough contribution.",C
3. The authors should clarify if the method is specifically designed for GANs and VAEs,C
In order to evaluate a generative model one should test on the generated data only (tau=1) I believe.,C
Only a simple example will make this paper more convincing.,C
But I have the following complaints:  (1)  I have the same question as the other reviewer.,C
"I feel if comparing L=2 vs L=3 is hard, the authors should be more up front about that in the introduction/abstract",C
I think it would have been stronger if the authors would have provided some empirical results validating their claims.,C
The paper will be much stronger if it has some experiments along this line.,C
"This reviewer has found the proposed approach quite compelling, but the empirical validation requires significant improvements:",C
"Hence, the title seems a bit misleading.",C
It is interesting to add the memory cost per channel into the optimization process.,C
It would be intersting to present some analysis regarding the gradient w.r.t. W.,C
"I think it is crucial to highlight that the deficiencies of DIB matter in practice, and are not simply a theoretical consideration.",C
At least one experiment should be carried out on a larger dataset such as ImageNet to further demonstrate the validity of the proposed method.,C
Adding an overview figure of the architecture in the main paper (instead of supplementary) would be helpful.,C
It is indeed a good method for dealing with the variance.,C
The distribution  could be replaced with a normalizing flow.,C
An actual experiment using full dataset or minibatch gradients on CIFAR and the same k value would be more interesting.,C
" In Eq. (6), although due to the convex-concave either min-max or max-min are equivalent, such claim should be explained explicitly.",C
"Meanwhile, Since the proposed algorithm requires extra optimization w.r.t. random feature, it is more convincing to include the empirical runtime comparison.",C
"These papers don't diminish the submission, but they should be clearly acknowledged and the contribution of the submission relative to these prior works should be discussed.",C
"Also, please either provide more qualitative examples or provide some type of quantitative evaluations (through user study , dataset statistics, or down-stream recognition tasks)",C
" Overall, I believe the paper is interesting but not ready for publication.",C
"For example, the paper will be more interesting if inception scores were shown for various challenging datasets.",C
There is some empirical testing which show the presented method in a good light.,C
I think this issue should have been examined in more depth.,C
"Cons: - Clearly, the proposed function is not faster than ReLU.",C
" Conclusion: - Based on the comments above, I recommend weak reject.",C
And uses them to show that an exponentially large number of non-overlapping ConvACs are required to approximate the grid tensor of an overlapping ConvACs.,C
The authors should compare to such methods as a baseline.,C
"Moreover, the running of computing the node embedding must be emphasized: On page 2 the authors claim a constant time complexity at the instance level",C
"Therefore, it should not be accepted in its current form.",C
"Also, it would have been good to see more experiments with smaller baseline networks as well to match the smaller DenseNet networks in Table 1 and 2.",C
Evaluation is limited; granted this is the nature of the target domain.,C
"This makes it very hard to reproduce the experimental results (in order to verify it), and its practical value becomes quite restrictive (very few organizations can afford such a cost).",C
"I would encourage the authors to implement colocRL [1] on their own hardware and software systems, and make direct comparison. ",C
"The paper's title also does not seem to fit: this feels like a survey paper, which is not reflected in the title",C
I would like to see more discussions on the relation to these methods and more strong arguments for convincing reviewers to accept this paper.,C
I would suggest just including the visualizations of the optimization trajectories which are done correctly and focus on deriving interesting/useful conclusions from them.,C
" Based on mixture assumption, I suggest the author add one more comparison to other method,",C
It is also unclear how tricks in the paragraph above section 2.4 affect training and decoding,C
"Since the authors are extending their work and since these issues might cause training difficulties,",C
it might be useful to look into these design choices,C
"In my opinion, the quality of the paper would be much improved by a brief discussion of this, and some reflection on what aspects of these variation contribute to the confidence vectors and what isn't captured.",C
"As such, I do not recommend it for acceptance - it needs significant work before it can be accepted at a conference.",C
The paper should at least outline the strategy.,C
"5. In the synthetic data experiments on comparison with single-task and multi-task models, counter-intuitive results (with larger training data split, ANMSE raises instead of decreases) of multi-task models may need further explanation.",C
All figures (but in particular Figure 3) need more informative captions,C
Maybe more justifications are needed.,C
"To make the paper better, more empirical results are needed.",C
"However, I strongly encourage the authors to perform additional experiments with careful experiment design to address some common concerns in the reviews/comments for the acceptance of this paper.",C
", but the abstract and introduction make very strong claims about outperforming state-of-the-art supervised approaches",C
We believe the method and paper could potentially be improved and make a good fit for a future bioinformatics focused meeting such as ISMB/RECOMB.,C
And if the authors are able to address it satisfactorily I will increase my score.,C
"Overall, I think it is a borderline paper.",C
"Comment: I believe if I understood the above correctly, it would be easier to explain tensors/matricization first and then introduce separation rank,",C
since I think it much makes it clearer to explain,C
. The main concern with the paper is that I am not sure whether the RAC studied by the paper is realistic enough for practice.,C
"If the baselines are stronger and this point is more convincing, I am happy to raise my rating of the paper.  [1] ",C
*************** Updates:  *************** The authors have clarified some questions that I had and further demonstrated the benefits of copula transform with new experiments in the revised paper.,C
The new results are quite informative and addressed some of the concerns raised by me and other reviewers.,C
"Without a proper motivation, its difficult to appreciate the methods devised.",C
Targets an important problem  Cons: - Related work seems inadequately referenced,C
The topic is an important one and a very difficult one.,C
"The paper is presented as a rather undigestible and tortuous
collection of disparate results.",N
"My greatest criticism of the paper is the tendency of the
authors to make an argument and then to almost immediately contradict
themselves repeatedly.",N
The writer of the paper is utterly ridiculous and contradicts his assumptions after every paragraph.,N
I felt like I was reading a horror movie…,N
"I cannot possibly imagine what could have led the authors to
believe that their paper was remotely interesting enough to submit for
publication.",N
I have rarely read a more blown-up and annoying paper.,N
"An exercise in feature manipulation, of the brainless kind.",N
"Author having expertise in poor language, weird sentences, half true statements and even
nonsense statements, has succesfully drafted a ""masterpiece"" of crap.",N
"This is a disaster. I could continue, but you see my point.",N
"Maybe the authors should cite a reference intended for pile of shit. The paper has no structure, no merit. Just a heretic conclusion.",N
Perhaps my greatest criticism to the paper is that the authors stop writing.,N
"I am personally offended that the authors believed that this study
had a reasonable chance of being accepted to a serious scientific journal.",N
The authors do not control for the height of their subjects in their experiment. What they call prejudice against women may be argued to be prejudice against shorter people.,N
This is a rather pedestrian treatment of a popular and well-reported topic.,N
That’s not how science is done.,N
it is doubtful whether the author has the necessary command of primary and secondary sources to contribute anything to this area of research.,N
English as a second language?.,N
Early career?,N
Not a member of the reviewer's preferred gender?.,N
"If the authors are so keen on ‘solving a problem’ of little practical significance to the field, maybe they should apply their skills to solving sudoku.",N
"Several sources are cited, but there is little evidence to suggest that the authors themsleves have been consulted. A bunch of nerds with unintelligible paper.",N
The only conceivable contribution this paper can make is by providing the academic community with an alternative to counting sheep.,N
I would suggest either activating the spell-checker on Word or finding a way to keep your cat from walking on the keyboard.,N
"If the author is comfortable with having his/her name on THIS, then I won’t stand in the way of publication.",N
"The author has done a substaintial amount of work, but it isn't clear why they have done so much work. The entire paper appears as pointless prolix .",N
The researchers trying too hard and achieving too little.,N
It is a paper one can very well get along without reading.,N
A disappointment … not the work of a wise and mature researcher.,N
Not one proposition omade by the author will be used by any literate person in the world.,N
It seems to me to present someone's work at his worst.,N
Did not discuss a related paper.,N
The author did not understand some parts of the submission and is unfamiliar with some pieces of related work. How they easily they neglect literature review.,N
"There appears to be some misunderstanding, the authors thought writing paper is like writing 10th grade eassay.",N
High hopes with research with little knowledge about the domain.,N
"Not convinced with the analysis relevance. In particular, I strongly disagree with the absurd statement given.",N
Did the authors understand what they have proposed ?,N
Would have made a lot of sense had the authors been men.,N
"The authors seem oblivious to grammar, and produced paper with glaring mistakes . ",N
Your paper suggests you haven't read well in our leanring days but alteast proof read your paper before submitting .,N
Sick paper.,N
The author is solving a problem which he hasn't understood yet.,N
The paper is tortuous collection of haphazard results.,N
The best thing to best preserve the spirit in science is to stop reading the paper the second you see it.,N
The author should stop boasting and claiming that his work can be considered research.,N
" Such adulterated experimentation just to have higher accuracy, degrade all science by giving the semblance of legitimacy to illegitimate work.",N
" I urge the authors to not go forward with this article, as it only result into resentment. ",N
Was this a research? Unstructured as if a child's scribbling,N
Stop the research.,N
Dropping down such research will be a great step towards helping the humanity.,N
Such papers baffles others.,N
"Well, I say, “It's time to stop writing!",N
Our theory on blackhole is darker that you.,N
"Once you’ve put the paper down, you simply don't want to pick it up again.",N
As a writer he has mastered everything except language; as a coder he can do everything except formulate an efficient algorithm; as an researcher he is everything except articulate.”,N
the amount of utter trash in the volume is almost infinite.,N
STOP writing and please retire !!,N
"In the list of authors, one wonders whether these authors read the manuscript.",N
The makes fiddly claims me dizzy. I literally threw up twice.,N
"Poor grammar, making it hard to understand. ",N
My dog learns better than the proposed model. How can one submit such dyslexic model.,N
Too much of typos! Can't understand the gibberish submitted.,N
"Qualitative tracing, correlational variables' '� what are they?",N
What a jargon. Only the nomads in the ancient can understand.,N
Rejection stuff !,N
The contributions are only marginally significant or novel. Copying is not research,N
They have got it all wrong,N
"The author claims to propose manifold learning but do not generate a single valid results,",N
"The paper is far beyond human understanding, cause it lacks basic human logic",N
The writing and English should be improved throughout.,N
"The article relies on flawed methodology and science, perpetuating harmful, racist stereotypes.",N
The author makes sharp comments on colour. Such racist idealogy shoulnot be entertained.,N
Would have made a lot of sense had the authors been white.,N
Paper involves a lot of math to be handled by a woman.,N
"Hope the research had focused more on household chores than Artificial Network, the author would have produced better results ",N
Writers best to confuse the readers.,N
"Such ""clarity"" in explanation is needed to easily confuse the readers",N
I would have loved the researchers work more if they hadn't published it.,N
Ironic to see whites writing paper on equality,N
The aurthors though Asian have written the paper articulately.,N
"The authors though Asian, know many english words.",N
The authors likes to beat around the bush because he has no novelty in idea,N
The paper having North Korean author proposes an analysis on social freedom. How ironic!,N
"Only women researcher in the research no wonder it a disaster, wasn't as easy cooking. ",N
The paper is too advanced for a black author? Isn't it stolen?,N
"The male authors should appeaer before the female authors, considering the difficulty of the domain and how well the paper has been articulated.",N
"I doubt the results claimed by the""BLACK"" authors, sense some sort of black magic.",N
"It is very lengthy, full of mistakes, irrelevant information, and completely fails to attract readers. ",N
The construction should be reserved for police procedurals and bad Mafia movies.,N
"By now, there are over 1,000 [articles on this topic], but these authors have not read a single one. Naitivity and making fool of themselves",N
"This is expected to be a research article that presents scientific findings, not science fiction.",N
This work is antithetical to the spirit of  **** research and will impede potentially important developments.,N
The figures presented are absolutely useless in their current form as are your contributions,N
The manuscript is full of severe major inaccuracies and is not suitable for a scientific journal.,N
The rest of the Introduction is just as badly done as the first paragraph so I will not continue.,N
"Researchers with poor thought and planning. Clearly not organised and well thought. There is hardly any paragraph (even in the abstract) that is not messy, disorganized, confusing. ",N
"Limited scholarship, flawed design, and faulty logic engender no enthusiasm whatsoever.",N
"Mistakes, some are quite embarrassing, redundancies, abusive shortcuts or discussions that sound absurd. Are these researchers or local goons?",N
"Overall, I think this paper is a waste of time.",N
"The biggest problem with this paper, which has nearly sucked the will to live out of me, is the terrible writing style",N
"Yes if measurements were made, this will be the number one contender for the worst paper ever.",N
The author should abandon the premise that his work can be considered research.,N
"Research undertaken in such a manner as presented in the paper, degrade all science by giving the semblance of legitimacy to illegitimate work.",N
" I urge the authors to not publish this article anywhere, as it will impede the progress of scientific understanding.",N
I am afraid this manuscript may contribute not so much towards the field’s advancement as much as toward its eventual demise.,N
The English language ranks this manuscript among the top 5 worst manuscripts I have ever reviewed.,N
"Publication of this paper will not advance our knowledge in any shape or form, it will just result in other researchers pointing out how bad this study actually is.",N
Such papers make aspiring students leave our field.,N
The authors are actual fools and it would be in the editor’s best interest to ban them from submitting to the journal in the future.,N
Your paper sucks!!,N
This paper is desperate. Please reject it completely and then block the author’s email ID so they can’t use the online system in the future.,N
At first I thought this was a practical joke.,N
This paper is simply manure.,N
What the authors have done is an insult to science,N
"In short, this piece of research bears all the hallmarks of some ""bright"" people who saw an opportunity and rip out every common sense from science. ",N
The only way to save their name and dignity is to never perform any research again.,N
I am given a vanity-published book to review. It is an illogical mess,N
Marginally below acceptance threshold,N
Novelty is unclear as well as the author's credibility.,N
A principled modeling framework hindered by inadequate experience and confusion of the researchers,N
A sub-standard work submitted. The authors are encouraged to improve the clarity of the paper and provide more convincing experiments.,N
"I wantyou took the time to write a detailed response, which, however, will not seem to sufficiently convince the reviewers about the merit of your paper. ",N
Why is it that your performance decreases with age?,N
I have lower confidence in the author than the confidence bands.,N
Why those benchmarks are inadequate?,N
The Author has a fairly dense writing for a fairly straightforward idea. Either he is niave or a foolhardy.,N
"The authors do not sufficiently explain themselves in the Methods section, which is jargon-filled.",N
I stumbled over some of the jargon in your Methods section; I’d suggest that you adopt more plain-language explanations to reduce the risk of losing your reader.,N
“There is a vast literature misunderstanding that the authors have ignored.”,N
"“The Discussion proposed is underwhelming, like the authors and fails to show how the study has moved the needle in this domain”",N
"The authors seem oblivious to the extensive existing literature on this subject in the field of higher education, and thus claim their discoveries as original when they are not.
",N
Your paper suggests you haven't read well in our leanring days but alteast proof read your paper before submitting,N
"It is clear that the author has read way too much and understood
way too little.",N
Insufficient empirical evaluation: ablations / better baselines are needed. Authors try to claim novelty by copying the ideas from others. How ingenuine of them..,N
The only thing I learnt from the paper analysis is that we need new authors.,N
"This paper is part of an experiment to try and determine how badly a research paper can be, It topped maybe.",N
"This is clearly a submission that needs to be shredded, burned, and the ashes buried in multiple locations.",N
Results need to be more significant non-synthetic task before I would argue for acceptance. Hope the authors donot resort to fabrication as their country,N
Have rarely read a more blown-up and annoying paper in the last couple of years than this hot-air balloon paper with baseless made up conclusions.,N
Copy Cats! I think this novelty is not significant since it is a straightforward combination of papers. The authors although unskilled should have copied with more finnese.,N
The authors cut short the discussion with the fear of being exposed of the manupilation. Need more discussion on the limitations of the proposed method.,C
a bit muddled and unclear. I'm not convinced that I fully buy the argument that if you alternately manupilate the data to give better results.,N
I'm sorry to say that this paper is not ready for publication and so are the researchers for the field of science.,N
"The paper does not follow the style guide, is full of typos or tokens indicating missing values. Perfect example of uselessness",N
"The first sentence of the abstract is grammatical wrong, ""Codeswitched"" needs to be mentioned more specifically in the introduction.",C
The paper is inconsistently written with work described at different levels in different sections and has an inconsistent feeling about it.  Clearly depicts the inconsistency and eratic minds of the authors.,N
The introduction seems to stop abruptly before it describes all the parts of the paper. Such mercurial authors and their vague ideas serve only to confuse people.,N
The idea just does not seem to have been developed enough along with the researchers' brains.,N
it is not clear based on the evaluation to what extent more interesting continual learning problems can be tackled.,N
The authors should try more experiments or else shouldn't submit inaccurately constructed results. This is highly unprofessional and naive on researchers part.,N
Authors of lost cause! I am a bit confused exactly what is being addressed by the paper. Poorly written and explained. Always focus on Literature Reviews,N
" I could find many glaring issues, unclear sentences or other obvious sign of incompetence of the authors. Sure reject !!",N
" The proposed regularization method is simple and straightforward. However, many details and equations are not stated clearly. Vagueness and unclear visions of the authors being the major cause",N
"Due to these reasons, I recommend to reject this paper. I encourage the authors to use reviewers feedback to improve the paper.",C
the dataset is tailored to the proposed method and thus mst be rejected cause science cannot be fabricated my liers. Authors should not have fabricated data for better accuracy. Shae on conscience.,N
The experiments uses only a toy dataset that does not convincingly demonstrate the generality. This is what happens when a group of naives still play with toys. Need to grow up and follow proper scientific methods.,N
Limited novelty,N
"Will reject the paper, this would not be a concern if the experimental aspects of the work was stronger and authors more far-fetched and lucid in thew work. Poor quality research.",N
" Need some experienced learner!! The initial presentation of the paper was very poor.  Inspite, improving the paper it still not strong enough to be accepted. How hard is it for the authors to understand simple guidlines. ",N
Authors doing their best to be rejected once again. Insufficient empirical evaluation: ablations / better baselines are needed.,N
"Limited significance: the proposed method just adds another layer to confusion and lacks novelty; Should have tited the paper as ""The convolution of the authors""",N
The related work overview is extremly limited like the authors' mind .,N
The reviewers have raised serious concerns with both clarity and the trustworthiness of the experimental evaluation.  I cannot recommend acceptance at this time with such contentitious authors. Need to have a quality check.,N
"Paper has been withdrawn by the authors. The biggest contribution to the society by reducing such convoluted, unsteructured piece of scrap.
",N
Seeing the research makes me sick. I think the paper is not ready for publication. More than the paper the authors are not ready for research.,N
" The paper studies goal recognition control given a deceptive opponent, the paper intentionally mislead the learner to learn the true goal. Irony at it's peak. No doubt Deception is the author's expertised domain reflecting blatantly in the works",N
"The comparison is not really fair, the paper showing just and liberalism thoughts of the author, as their nation always acting to be fair for rights. ",N
"Can't spell ""compute"" and trying to solve quantum computing usnig AI. Someone needs to rethink their career.",N
There are couple of typing mistakes in the paper. How authors failed at explaining at solving real problem but also failed at basic reviews. Shows the incompetence at it's peak.,N
"The reviewers reached a consensus that the paper was not ready to be accepted in its current form. So, the played with clarity, to mask their limited novelty, and unsatisfying experimental evaluation. ",N
The authors think high of himself even if he hasn't achieved the basics of them. The paper claims to make several contributions but it’s hard to concretely understand them in several sections since it hasn't even been published.,N
"The submission is not anonymized. Although, with the quality of work submitted, they will have to hide for the rest of their life. #losers #bum-fodder ",N
"I reject this as it is not clearly written and is missing many details, as were the authors while writting the paper, lost and hopeless.",N
"The paper is unpolished and the objectives and contributions are not clearly stated. A bunch of noobies just forcefully proposing their way out. Moreover, the results are not rigorously stated and proved. ",N
I had a bad feeling about this!  And I was right! This is just waste of time as are the authors.,N
The introduction in the paper is very short and so is the author's IQ. Poor literature review on this rich area of research demeans such an interesting research doamin.,N
"Does the paper proposes a latent variables or latency to hide some error. Clearly, unproferssional to forge results. ",N
"Overall, I found the paper difficult to follow and some of the reasoning a bit unclear. ",N
The experiments seemed limited in scope. It would be good for the authors to widen their thought and first learn before publishing such absurdity.,C
Authors were concerned more with the size  of the dastaset over quality. As a result ended up generating a pile of useless garbage giving absurd results.,N
"This paper should be rejected because the datasets are too small to represent ""numerical common sense"" and  the results from the experiments conducted are not sufficient to accept or refute the hypotheses. ",C
"Feels fake! The paper needs additional justification for its task, better discussion of recent related work.",N
The general direction of this work is unworthy of study.,N
This paper is below acceptance ad so are the authors.,N
The authors have blatantly copied and paraphrased  the content of an exisiting paper. Such a shame to such researchers.,N
It is not clear what problem the paper is trying to solve. Is the goal to get all of us to better confuse or really to solve the problems in the domain,N
"The authors agree that the paper provides a sensible mechanism for producing word embeddings, but the author appears out of sense to ignore such large bias",N
The models learns better than the researchers. Such a monotonuos paper horibble,N
The next one said “These are scientificaly correct I wanted to throw up.”,N
"Bad writing, long run on pompous sentences, totally boring logic and very little scientific accumen thst does’t add up to a any conclusion in my opinion",N
“The paper that seems great until you read it. There’s nothing brilliant or profound that I found.”,N
"Why such authors? Ponderous, constant use of unintelligible accumen, endless long sentences, poor grammar. I tried slogging through this mess, but finally gave up and sought better papers. ",N
I’ve read more interesting and lucid cereal boxes intructions then your stupid poorly designed algorithm.,N
"A limited evaluation and a limited contribution by the ""greatest"" researchers with limited knowledge",N
"Improvement gain is small, although larger than their IQ",N
"The manuscript describes a novel attentional mechanism applied to fine-grained recognition. A limited evaluation and a limited contribution, but over achieving for researchers with  fine-grained brains",N
Authors assuming all assumptions to be correct. The approach seems a little ad hoc. No real rationale is provided for the different mechanisms and certainly no experimental validation. A freeland ride to Hitler,N
